What%20term%20is%20best%20associated%20with%20Sigmund%20Freud%3F,Psychoanalysis
Which%20is%20the%20longest%20bone%20in%20the%20human%20body%3F%20,Femur
Rhinoplasty%20is%20a%20surgical%20procedure%20on%20what%20part%20of%20the%20human%20body%3F,Nose
Deuterium%20is%20an%20isotope%20of%20which%20element%3F,Hydrogen
Sound%20can%20travel%20through%20a%20vacuum.,False
The%20humerus%2C%20paired%20radius%2C%20and%20ulna%20come%20together%20to%20form%20what%20joint%3F,Elbow
Which%20of%20these%20Elements%20is%20a%20metalloid%3F,Antimony
Which%20of%20the%20following%20is%20NOT%20a%20word%20used%20to%20describe%20an%20earthquake%3F,Drop-slide
Water%20always%20boils%20at%20100%C2%B0C%2C%20212%C2%B0F%2C%20373.15K%2C%20no%20matter%20where%20you%20are.,False
The%20moons%2C%20Miranda%2C%20Ariel%2C%20Umbriel%2C%20Titania%20and%20Oberon%20orbit%20which%20planet%3F,Uranus
What%20is%20%22Stenoma%22%3F,A%20genus%20of%20moths
What%20is%20the%20largest%20living%20organism%20currently%20known%20to%20man%3F,Honey%20Fungus
A%20comet%27s%20gaseous%20envelope%20%28which%20creates%20the%20tail%29%20is%20called%20what%3F,The%20coma
Which%20of%20the%20following%20elements%20is%20typically%20used%20in%20the%20doping%20of%20the%20semiconductor%20silicon%3F,Boron
Folic%20acid%20is%20the%20synthetic%20form%20of%20which%20vitamin%3F,Vitamin%20B
The%20human%20heart%20has%20how%20many%20chambers%3F,4
The%20chemical%20element%20Lithium%20is%20named%20after%20the%20country%20of%20Lithuania.,False
In%20physics%2C%20conservation%20of%20energy%20and%20conservation%20of%20momentum%20are%20both%20consequences%20of%20which%20of%20the%20following%3F,Noether%27s%20Theorem
In%20quantum%20physics%2C%20which%20of%20these%20theorised%20sub-atomic%20particles%20has%20yet%20to%20be%20observed%3F,Graviton
It%20was%20once%20believed%20that%20injecting%20shark%20cartilage%20into%20people%20would%20prevent%20them%20from%20contracting%20cancer.,True
What%20is%20the%20scientific%20name%20of%20the%20knee%20cap%3F,Patella
In%20Psychology%2C%20which%20need%20appears%20highest%20in%20the%20%22Maslow%27s%20hierarchy%20of%20needs%22%20pyramid%3F,Esteem
Which%20noble%20gas%20has%20the%20lowest%20atomic%20number%3F,Helium
Which%20of%20the%20following%20is%20NOT%20a%20passive%20electrical%20component%3F,Transistor
