Which%20product%20did%20Nokia%2C%20the%20telecommunications%20company%2C%20originally%20sell%3F,Paper
What%20do%20the%20letters%20of%20the%20fast%20food%20chain%20KFC%20stand%20for%3F,Kentucky%20Fried%20Chicken
Disney%27s%20Haunted%20Mansion%20is%20home%20to%20a%20trio%20of%20Hitchhiking%20Ghosts.%20Which%20of%20these%20is%20NOT%20one%20of%20them%3F,Harry
What%20is%20the%20romanized%20Russian%20word%20for%20%22winter%22%3F,Zima
The%20vapor%20produced%20by%20e-cigarettes%20is%20actually%20water.,False
The%20scientific%20name%20for%20the%20Southern%20Lights%20is%20Aurora%20Australis%3F,True
What%20is%20the%20Spanish%20word%20for%20%22donkey%22%3F,Burro
What%20was%20the%20first%20ever%20London%20Underground%20line%20to%20be%20built%3F,Metropolitan%20Line
What%20is%20%22dabbing%22%3F,A%20dance
Which%20of%20these%20companies%20does%20NOT%20manufacture%20automobiles%3F,Ducati
Which%20one%20of%20these%20Swedish%20companies%20was%20founded%20in%201943%3F,IKEA
What%20does%20a%20milliner%20make%20and%20sell%3F,Hats
Which%20country%2C%20not%20including%20Japan%2C%20has%20the%20most%20people%20of%20japanese%20decent%3F,Brazil
Where%20did%20the%20pineapple%20plant%20originate%3F,South%20America
What%20is%20the%20defining%20characteristic%20of%20someone%20who%20is%20described%20as%20hirsute%3F,Hairy
According%20to%20the%20nursery%20rhyme%2C%20what%20fruit%20did%20Little%20Jack%20Horner%20pull%20out%20of%20his%20Christmas%20pie%3F,Plum
How%20many%20calories%20are%20in%20a%20355%20ml%20can%20of%20Pepsi%20Cola%3F,150
The%20Fields%20Medal%2C%20one%20of%20the%20most%20sought%20after%20awards%20in%20mathematics%2C%20is%20awarded%20every%20how%20many%20years%3F,4
Which%20candy%20is%20NOT%20made%20by%20Mars%3F,Almond%20Joy
Which%20of%20the%20General%20Mills%20Corporation%27s%20monster%20cereals%20was%20the%20last%20to%20be%20released%20in%20the%201970%27s%3F,Fruit%20Brute
The%20average%20woman%20is%205%20inches%20%2F%2013%20centimeters%20shorter%20than%20the%20average%20man.,True
Kissing%20someone%20for%20one%20minute%20burns%20about%202%20calories.,True
Who%20invented%20Pastafarianism%3F,Bobby%20Henderson
In%20past%20times%2C%20what%20would%20a%20gentleman%20keep%20in%20his%20fob%20pocket%3F,Watch
Which%20slogan%20did%20the%20fast%20food%20company%2C%20McDonald%27s%2C%20use%20before%20their%20%22I%27m%20Lovin%27%20It%22%20slogan%3F,We%20Love%20to%20See%20You%20Smile
It%20is%20automatically%20considered%20entrapment%20in%20the%20United%20States%20if%20the%20police%20sell%20you%20illegal%20substances%20without%20revealing%20themselves.,False
%22Typewriter%22%20is%20the%20longest%20word%20that%20can%20be%20typed%20using%20only%20the%20first%20row%20on%20a%20QWERTY%20keyboard.,True
What%20do%20the%20letters%20in%20the%20GMT%20time%20zone%20stand%20for%3F,Greenwich%20Mean%20Time
Which%20of%20the%20following%20chemicals%20are%20found%20in%20eggplant%20seeds%3F,Nicotine
The%20word%20%22news%22%20originates%20from%20the%20first%20letters%20of%20the%204%20main%20directions%20on%20a%20compass%20%28North%2C%20East%2C%20West%2C%20South%29.,False
A%20statue%20of%20Charles%20Darwin%20sits%20in%20what%20London%20museum%3F,Natural%20History%20Museum
The%20Quadrangularis%20Reversum%20is%20best%20described%20as%20which%20of%20the%20following%3F,A%20percussion%20instrument
Frank%20Lloyd%20Wright%20was%20the%20architect%20behind%20what%20famous%20building%3F,The%20Guggenheim
Computer%20manufacturer%20Compaq%20was%20acquired%20for%20%2425%20billion%20dollars%20in%202002%20by%20which%20company%3F,Hewlett-Packard
Romanian%20belongs%20to%20the%20Romance%20language%20family%2C%20shared%20with%20French%2C%20Spanish%2C%20Portuguese%20and%20Italian.%20,True
Who%20is%20the%20youngest%20person%20to%20recieve%20a%20Nobel%20Prize%3F,Malala%20Yousafzai
What%20is%20real%20haggis%20made%20of%3F,Sheep%27s%20Heart%2C%20Liver%20and%20Lungs
What%20type%20of%20animal%20was%20Harambe%2C%20who%20was%20shot%20after%20a%20child%20fell%20into%20it%27s%20enclosure%20at%20the%20Cincinnati%20Zoo%3F,Gorilla
Pluto%20is%20a%20planet.,False
