If%20you%20could%20fold%20a%20piece%20of%20paper%20in%20half%2050%20times%2C%20its%27%20thickness%20will%20be%203%2F4th%20the%20distance%20from%20the%20Earth%20to%20the%20Sun.,True
Which%20of%20the%20following%20mathematicians%20made%20major%20contributions%20to%20game%20theory%3F,John%20Von%20Neumann
How%20many%20zeptometres%20are%20inside%20one%20femtometre%3F,1%2C000%2C000
What%20is%20the%20plane%20curve%20proposed%20by%20Descartes%20to%20challenge%20Fermat%27s%20extremum-finding%20techniques%20called%3F,Folium%20of%20Descartes
How%20many%20zeros%20are%20there%20in%20a%20googol%3F,100
A%20scalene%20triangle%20has%20two%20sides%20of%20equal%20length.,False
An%20equilateral%20triangle%20always%20has%20every%20angle%20measuring%2060%C2%B0.,True
What%20Greek%20letter%20is%20used%20to%20signify%20summation%3F,Sigma
The%20notion%20of%20a%20%22set%20that%20contains%20all%20sets%20which%20do%20not%20contain%20themselves%22%20is%20a%20paradoxical%20idea%20attributed%20to%20which%20English%20philospher%3F,Bertrand%20Russel
What%20is%20the%20derivative%20of%20Acceleration%20with%20respect%20to%20time%3F,Jerk
Which%20of%20the%20following%20famous%20mathematicians%20died%20in%20a%20duel%20at%20the%20age%20of%2020%3F,Galois
What%20is%20the%20symbol%20for%20Displacement%3F,%CE%94r
The%20Pythagorean%20theorem%20states%20that%20the%20square%20of%20the%20hypotenuse%20is%20equal%20to%20the%20product%20of%20the%20squares%20of%20the%20other%20two%20sides.,False
What%27s%20the%20square%20root%20of%2049%3F,7
In%20the%20complex%20plane%2C%20multiplying%20a%20given%20function%20by%20i%20rotates%20it%20anti-clockwise%20by%20how%20many%20degrees%3F,90
The%20%27Squaring%20the%20Circle%27%20problem%20is%20solvable.,False
How%20many%20sides%20does%20a%20trapezium%20have%3F,4
What%20is%20the%20Roman%20numeral%20for%20500%3F,D
111%2C111%2C111%20x%20111%2C111%2C111%20%3D%2012%2C345%2C678%2C987%2C654%2C321,True
The%20binary%20number%20%22101001101%22%20is%20equivalent%20to%20the%20Decimal%20number%20%22334%22,False
What%20is%20the%20smallest%20number%20that%20can%20be%20expressed%20as%20the%20sum%20of%20two%20positive%20cubes%20in%20two%20different%20ways%3F,1729
What%20is%20the%20correct%20order%20of%20operations%20for%20solving%20equations%3F,Parentheses%2C%20Exponents%2C%20Multiplication%2C%20Division%2C%20Addition%2C%20Subtraction
A%20universal%20set%2C%20or%20a%20set%20that%20contains%20all%20sets%2C%20exists.,False
Which%20mathematician%20refused%20the%20Fields%20Medal%3F,Grigori%20Perelman
To%20the%20nearest%20whole%20number%2C%20how%20many%20radians%20are%20in%20a%20whole%20circle%3F,6
What%20is%20the%20fourth%20digit%20of%20%CF%80%3F,1
An%20isosceles%20triangle%20has%20two%20sides%20of%20equal%20length%20as%20opposed%20to%20three.,True
The%20decimal%20number%2031%20in%20hexadecimal%20would%20be%20what%3F,1F
What%20is%20the%20alphanumeric%20representation%20of%20the%20imaginary%20number%3F,i
What%20type%20of%20function%20is%20x%C2%B2%2B2x%2B1%3F,Quadratic
L%27H%C3%B4pital%20was%20the%20mathematician%20who%20created%20the%20homonymous%20rule%20that%20uses%20derivatives%20to%20evaluate%20limits%20with%20indeterminations.,False
In%20the%20hexadecimal%20system%2C%20what%20number%20comes%20after%209%3F,The%20Letter%20A
What%20prime%20number%20comes%20next%20after%2019%3F,23
The%20sum%20of%20any%20two%20odd%20integers%20is%20odd.,False
What%20are%20the%20first%206%20digits%20of%20the%20number%20%22Pi%22%3F,3.14159
In%20Roman%20Numerals%2C%20what%20does%20XL%20equate%20to%3F,40
Which%20greek%20mathematician%20ran%20through%20the%20streets%20of%20Syracuse%20naked%20while%20shouting%20%22Eureka%22%20after%20discovering%20the%20principle%20of%20displacement%3F,Archimedes
In%20Topology%2C%20the%20complement%20of%20an%20open%20set%20is%20a%20closed%20set.,True
The%20metric%20prefix%20%22atto-%22%20makes%20a%20measurement%20how%20much%20smaller%20than%20the%20base%20unit%3F,One%20Quintillionth
Zero%20factorial%20is%20equal%20to%20zero.%20,False
Which%20of%20these%20numbers%20is%20closest%20to%20the%20total%20number%20of%20possible%20states%20for%20an%20army%20standard%20Enigma%20Machine%3F,1.58%20x%2010%5E20
The%20set%20of%20all%20algebraic%20numbers%20is%20countable.,True
You%20can%20square%20root%20a%20negative%20number%20with%20an%20imaginary%20number%20%22i%22.,True
What%20is%20the%20area%20of%20a%20circle%20with%20a%20diameter%20of%2020%20inches%20if%20%CF%80%3D%203.1415%3F,314.15%20Inches
How%20many%20books%20are%20in%20Euclid%27s%20Elements%20of%20Geometry%3F,13
The%20proof%20for%20the%20Chinese%20Remainder%20Theorem%20used%20in%20Number%20Theory%20was%20NOT%20developed%20by%20its%20first%20publisher%2C%20Sun%20Tzu.,True
A%20%27Millinillion%27%20is%20a%20real%20number.,True
What%20is%20the%20first%20Mersenne%20prime%20exponent%20over%201000%3F,1279
How%20many%20sides%20does%20a%20heptagon%20have%3F,7
What%20is%20the%20approximate%20value%20of%20mathematical%20constant%20e%3F,2.72
The%20French%20mathematician%20%C3%89variste%20Galois%20is%20primarily%20known%20for%20his%20work%20in%20which%3F,Galois%20Theory
Which%20of%20the%20following%20dice%20is%20not%20a%20platonic%20solid%3F,10-sided%20die
E%20%3D%20MC3,False
