Which%20greek%20god%2Fgoddess%20tossed%20a%20golden%20apple%20with%20the%20words%20%22for%20the%20fairest%22%20into%20the%20middle%20of%20the%20feast%20of%20the%20gods%3F,Eris
Who%20was%20the%20Roman%20god%20of%20fire%3F,Vulcan
In%20Greek%20Mythology%2C%20who%20killed%20Achilles%3F,Paris
The%20Maori%20hold%20that%20which%20island%20nation%20was%20founded%20by%20Kupe%2C%20who%20discovered%20it%20under%20a%20long%20white%20cloud%3F,New%20Zealand
In%20African%20mythology%2C%20Anansi%20is%20a%20trickster%20and%20storyteller%20who%20takes%20the%20shape%20of%20which%20animal%3F,Spider
In%20Norse%20mythology%2C%20Thor%20once%20dressed%20as%20a%20woman.,True
The%20Hippogriff%2C%20not%20to%20be%20confused%20with%20the%20Griffon%2C%20is%20a%20magical%20creature%20with%20the%20front%20half%20of%20an%20eagle%2C%20and%20the%20back%20half%20of%20what%3F,A%20Horse
According%20to%20Algonquian%20folklore%2C%20how%20does%20one%20transform%20into%20a%20Wendigo%3F,Participating%20in%20cannibalism.
The%20Japanese%20god%20Izanagi%20successfully%20returned%20his%20wife%20Izanami%20from%20the%20Underworld.,False
Hel%20was%20the%20daughter%20of%20which%20Norse%20Mythological%20figure%3F,Loki
Neptune%27s%20greek%20name%20was...,Poseidon
Which%20of%20the%20following%20is%20NOT%20a%20god%20in%20Norse%20Mythology.,Jens
Nidhogg%20is%20a%20mythical%20creature%20from%20what%20mythology%3F,Norse
Which%20Greek%20%26%20Roman%20god%20was%20known%20as%20the%20god%20of%20music%2C%20truth%20and%20prophecy%2C%20healing%2C%20the%20sun%20and%20light%2C%20plague%2C%20poetry%2C%20and%20more%3F,Apollo
According%20to%20Japanese%20folklore%2C%20what%20is%20the%20favorite%20food%20of%20the%20Kappa.,Cucumbers
According%20to%20the%20Egyptian%20Myth%20of%20Osiris%2C%20who%20murdered%20Osiris%3F,Set
The%20Nike%20apparel%20and%20footwear%20brand%20takes%20it%27s%20name%20from%20the%20Greek%20goddess%20of%20what%3F,Victory
Who%20in%20Greek%20mythology%2C%20who%20led%20the%20Argonauts%20in%20search%20of%20the%20Golden%20Fleece%3F,Jason
According%20to%20Norse%20mythology%2C%20Loki%20is%20a%20mother.,True
According%20to%20Greek%20Mythology%2C%20Atlas%20was%20an%20Olympian%20God.,False
The%20Norse%20god%20Odin%20has%20two%20pet%20crows%20named%20%22Huginn%22%20and%20%22Muninn%22.%20%20What%20do%20their%20names%20mean%3F,Thought%20%26%20Memory
Which%20of%20the%20following%20Mesopotamian%20mythological%20figures%20was%20NOT%20a%20deity%3F,Enkidu
Who%20is%20a%20minor%20god%20that%20is%20protector%20and%20creator%20of%20various%20arts%2C%20such%20as%20cheese%20making%20and%20bee%20keeping.,Aristaeus
What%20immense%20structure%20is%20referred%20to%20in%20Norse%20Mythology%20as%20the%20Yggdrasil.,Tree
What%20animal%20did%20Queen%20Pasipahe%20sleep%20with%20before%20she%20gave%20birth%20to%20the%20Minotaur%20in%20Greek%20Mythology%3F,Bull
What%20is%20the%20name%20of%20the%20first%20human%20being%20in%20Norse%20mythology%3F,Ask
Which%20Norse%20God%20has%20a%20horse%20named%20Sleipnir%3F,Odin
Who%20is%20the%20Egyptian%20god%20of%20reproduction%20and%20lettuce%3F,Min
A%20minotaur%20is%20half%20human%20half%20what%3F,Bull
In%20Greek%20mythology%2C%20Hera%20is%20the%20goddess%20of%20harvest.,False
Which%20of%20these%20Roman%20gods%20doesn%27t%20have%20a%20counterpart%20in%20Greek%20mythology%3F,Janus
Which%20of%20the%20following%20is%20not%20one%20of%20the%20Greek%20Fates%3F,Narcissus
What%20mythology%20did%20the%20god%20%22Apollo%22%20come%20from%3F,Greek%20and%20Roman
